# Azimuth angle [deg]	 r/R [-]	 Coefficient [-]
74	0.946429	0

76	0.267857	0.01264323407
76	0.303571	0.02080059551
76	0.339286	0.02706178169
76	0.375	0.03215667827
76	0.410714	0.03567531585
76	0.446429	0.03793896811
76	0.482143	0.03885480603
76	0.517857	0.0364680382
76	0.553571	0.03385173835
76	0.589286	0.02942843157
76	0.625	0.02300952506
76	0.660714	0.01988158075
76	0.696429	0.01247805802
76	0.732143	0.007946981561
76	0.767857	0.003277041295
76	0.803571	0
76	0.839286	0
76	0.875	0
76	0.910714	0
76	0.946429	0

78	0.267857	0.01264323407
78	0.303571	0.02080059551
78	0.339286	0.02706178169
78	0.375	0.03215667827
78	0.410714	0.03567531585
78	0.446429	0.03793896811
78	0.482143	0.03885480603
78	0.517857	0.0364680382
78	0.553571	0.03385173835
78	0.589286	0.02942843157
78	0.625	0.02300952506
78	0.660714	0.01988158075
78	0.696429	0.01247805802
78	0.732143	0.007946981561
78	0.767857	0.003277041295
78	0.803571	0
78	0.839286	0
78	0.875	0
78	0.910714	0
78	0.946429	0

80	0.267857	0.01264323407
80	0.303571	0.02080059551
80	0.339286	0.02706178169
80	0.375	0.03215667827
80	0.410714	0.03567531585
80	0.446429	0.03793896811
80	0.482143	0.03885480603
80	0.517857	0.0364680382
80	0.553571	0.03385173835
80	0.589286	0.02942843157
80	0.625	0.02300952506
80	0.660714	0.01988158075
80	0.696429	0.01247805802
80	0.732143	0.007946981561
80	0.767857	0.003277041295
80	0.803571	0
80	0.839286	0
80	0.875	0
80	0.910714	0
80	0.946429	0

82	0.267857	0.01264323407
82	0.303571	0.02080059551
82	0.339286	0.02706178169
82	0.375	0.03215667827
82	0.410714	0.03567531585
82	0.446429	0.03793896811
82	0.482143	0.03885480603
82	0.517857	0.0364680382
82	0.553571	0.03385173835
82	0.589286	0.02942843157
82	0.625	0.02300952506
82	0.660714	0.01988158075
82	0.696429	0.01247805802
82	0.732143	0.007946981561
82	0.767857	0.003277041295
82	0.803571	0
82	0.839286	0
82	0.875	0
82	0.910714	0
82	0.946429	0

84	0.267857	0.01264323407
84	0.303571	0.02080059551
84	0.339286	0.02706178169
84	0.375	0.03215667827
84	0.410714	0.03567531585
84	0.446429	0.03793896811
84	0.482143	0.03885480603
84	0.517857	0.0364680382
84	0.553571	0.03385173835
84	0.589286	0.02942843157
84	0.625	0.02300952506
84	0.660714	0.01988158075
84	0.696429	0.01247805802
84	0.732143	0.007946981561
84	0.767857	0.003277041295
84	0.803571	0
84	0.839286	0
84	0.875	0
84	0.910714	0
84	0.946429	0

86	0.267857	0.01264323407
86	0.303571	0.02080059551
86	0.339286	0.02706178169
86	0.375	0.03215667827
86	0.410714	0.03567531585
86	0.446429	0.03793896811
86	0.482143	0.03885480603
86	0.517857	0.0364680382
86	0.553571	0.03385173835
86	0.589286	0.02942843157
86	0.625	0.02300952506
86	0.660714	0.01988158075
86	0.696429	0.01247805802
86	0.732143	0.007946981561
86	0.767857	0.003277041295
86	0.803571	0
86	0.839286	0
86	0.875	0
86	0.910714	0
86	0.946429	0

88	0.267857	0.01264323407
88	0.303571	0.02080059551
88	0.339286	0.02706178169
88	0.375	0.03215667827
88	0.410714	0.03567531585
88	0.446429	0.03793896811
88	0.482143	0.03885480603
88	0.517857	0.0364680382
88	0.553571	0.03385173835
88	0.589286	0.02942843157
88	0.625	0.02300952506
88	0.660714	0.01988158075
88	0.696429	0.01247805802
88	0.732143	0.007946981561
88	0.767857	0.003277041295
88	0.803571	0
88	0.839286	0
88	0.875	0
88	0.910714	0
88	0.946429	0

90	0.267857	0.01264323407
90	0.303571	0.02080059551
90	0.339286	0.02706178169
90	0.375	0.03215667827
90	0.410714	0.03567531585
90	0.446429	0.03793896811
